"country","energyCarrierParameterScenario","period","value","paperScen","energyCarrier","parameter","unit"
"UK","PROG",2050,0.0181937203905261,"Sensitivity | Removed policies except for bio/syn fuel mandates","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","BAU",2030,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","PROG",2030,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","BAU",2030,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","PROG",2030,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","BAU",2030,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","PROG",2030,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","BAU",2030,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","PROG",2030,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","BAU",2030,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","PROG",2030,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","BAU",2030,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","PROG",2030,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","BAU",2030,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","PROG",2030,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","BAU",2035,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","PROG",2035,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","BAU",2035,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","PROG",2035,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","BAU",2035,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","PROG",2035,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","BAU",2035,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","PROG",2035,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","BAU",2035,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","PROG",2035,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","BAU",2035,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","PROG",2035,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","BAU",2035,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","PROG",2035,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","BAU",2040,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","PROG",2040,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","BAU",2040,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","PROG",2040,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","BAU",2040,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","PROG",2040,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","BAU",2040,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","PROG",2040,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","BAU",2040,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","PROG",2040,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","BAU",2040,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","PROG",2040,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","BAU",2040,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","PROG",2040,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","BAU",2045,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","PROG",2045,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","BAU",2045,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","PROG",2045,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","BAU",2045,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","PROG",2045,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","BAU",2045,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","PROG",2045,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","BAU",2045,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","PROG",2045,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","BAU",2045,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","PROG",2045,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","BAU",2045,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","PROG",2045,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","BAU",2050,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","PROG",2050,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","BAU",2050,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","PROG",2050,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","BAU",2050,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","PROG",2050,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","BAU",2050,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","PROG",2050,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","BAU",2050,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","PROG",2050,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","BAU",2050,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","PROG",2050,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","BAU",2050,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","PROG",2050,0.0181937203905261,"Sensitivity | Current policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","BAU",2030,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","PROG",2030,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","BAU",2030,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","PROG",2030,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","BAU",2030,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","PROG",2030,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","BAU",2030,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","PROG",2030,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","BAU",2030,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","PROG",2030,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","BAU",2030,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","PROG",2030,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","BAU",2030,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","PROG",2030,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","BAU",2035,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","PROG",2035,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","BAU",2035,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","PROG",2035,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","BAU",2035,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","PROG",2035,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","BAU",2035,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","PROG",2035,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","BAU",2035,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","PROG",2035,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","BAU",2035,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","PROG",2035,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","BAU",2035,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","PROG",2035,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","BAU",2040,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","PROG",2040,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","BAU",2040,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","PROG",2040,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","BAU",2040,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","PROG",2040,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","BAU",2040,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","PROG",2040,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","BAU",2040,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","PROG",2040,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","BAU",2040,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","PROG",2040,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","BAU",2040,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","PROG",2040,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","BAU",2045,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","PROG",2045,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","BAU",2045,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","PROG",2045,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","BAU",2045,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","PROG",2045,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","BAU",2045,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","PROG",2045,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","BAU",2045,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","PROG",2045,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","BAU",2045,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","PROG",2045,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","BAU",2045,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","PROG",2045,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","BAU",2050,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","PROG",2050,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","BAU",2050,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","PROG",2050,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","BAU",2050,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","PROG",2050,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","BAU",2050,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","PROG",2050,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","BAU",2050,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","PROG",2050,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","BAU",2050,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","PROG",2050,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","BAU",2050,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","PROG",2050,0.0181937203905261,"Sensitivity | Removed policies | Removed diesel efficiency gains","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","BAU",2030,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","PROG",2030,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","BAU",2030,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","PROG",2030,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","BAU",2030,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","PROG",2030,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","BAU",2030,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","PROG",2030,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","BAU",2030,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","PROG",2030,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","BAU",2030,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","PROG",2030,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","BAU",2030,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","PROG",2030,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","BAU",2035,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","PROG",2035,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","BAU",2035,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","PROG",2035,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","BAU",2035,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","PROG",2035,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","BAU",2035,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","PROG",2035,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","BAU",2035,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","PROG",2035,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","BAU",2035,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","PROG",2035,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","BAU",2035,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","PROG",2035,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","BAU",2040,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","PROG",2040,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","BAU",2040,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","PROG",2040,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","BAU",2040,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"FR","PROG",2040,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","BAU",2040,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"IT","PROG",2040,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","BAU",2040,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"NL","PROG",2040,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","BAU",2040,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"PL","PROG",2040,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","BAU",2040,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"UK","PROG",2040,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","BAU",2045,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"DE","PROG",2045,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
"ES","BAU",2045,0.0181937203905261,"Sensitivity | Removed policies except for H2 tax reduction","Diesel mix","Total Diesel Mark-Up","EUR/kWh"
